Domain ID,Our Fast Pagerank Value,Numpy Pagerank Value,Scipy Pagerank Value
371.0,0.0017874233265203789,0.001787423326368348,0.001794262627388299
372.0,0.0019442090133537035,0.0019442090128589632,0.0019469901971475847
373.0,0.002026588897520945,0.0020265888960716693,0.0020262690463846277
374.0,0.001954729036685765,0.0019547290362252195,0.0019475076113447624
375.0,0.002070203089407951,0.002070203088107196,0.00207709583792163
376.0,0.0021125065002330404,0.0021125064998392153,0.0021152648934919826
377.0,0.0019465737298003402,0.0019465737285071076,0.0019455368943377621
378.0,0.002067141521335972,0.0020671415216525152,0.002076456220779389
379.0,0.0019710948861405733,0.001971094886804879,0.0019646142933413117
380.0,0.002300026815248952,0.002300026813134278,0.002284651755614303
381.0,0.0017994480277175257,0.0017994480294832845,0.0017937264717029925
382.0,0.0021084375070344937,0.002108437507465671,0.002111790505988034
383.0,0.0020471004789664963,0.0020471004802034907,0.002052593216179089
384.0,0.0022305428208028786,0.0022305428208800313,0.0022305698790776227
385.0,0.00229118023414773,0.0022911802366138057,0.0022909710048104616
386.0,0.0021451197135652646,0.0021451197140301666,0.0021611544686251185
387.0,0.0017408596333579414,0.0017408596355078046,0.0017448762505756885
388.0,0.0018290172739286131,0.0018290172732123827,0.0018486034002717588
389.0,0.0021719973083398907,0.0021719973082486017,0.0021577264950272852
390.0,0.001889680146843594,0.00188968014784433,0.0018935794171029748
391.0,0.0019060129601389205,0.001906012962077692,0.0019036402242830594
392.0,0.0017945616527443207,0.0017945616542034194,0.0017901617564954264
393.0,0.0021634749067936158,0.0021634749086941575,0.0021598657818626284
394.0,0.0018377703024424566,0.0018377703030996334,0.0018300125134279991
395.0,0.0020824815290113774,0.002082481529121724,0.002070328322374086
396.0,0.0019146056747112031,0.0019146056755861274,0.0019408729622234946
397.0,0.0019723707166588054,0.0019723707193794334,0.0019745459881826567
398.0,0.0020134033023208016,0.002013403302314664,0.002013664461993373
399.0,0.0019492220786447776,0.0019492220775115595,0.0019516122989024286
400.0,0.002001299727197205,0.0020012997276060342,0.0020088983060325394
401.0,0.0020689216816869686,0.0020689216817185653,0.0020737589104303598
402.0,0.0019033791551459481,0.0019033791562249331,0.0019261339181833605
403.0,0.00201771055757124,0.002017710558999465,0.002020113225390242
404.0,0.002007625059274981,0.0020076250591524202,0.002011253838099265
405.0,0.0021014628178308787,0.002101462818483036,0.0020886276548141825
406.0,0.0021500785874177426,0.0021500785870256943,0.002132618065178153
407.0,0.0019981605033819595,0.00199816050529981,0.002011059346079839
408.0,0.0017242721115616018,0.0017242721111548104,0.0017303552051175747
409.0,0.0018763720253694553,0.0018763720259815902,0.0018720262904257262
410.0,0.0021973194592698293,0.0021973194573495585,0.0021884546626116325
411.0,0.001975850403525229,0.0019758504034453612,0.0019806713138272886
412.0,0.0019504635536508796,0.0019504635540370393,0.0019609258120800834
413.0,0.0018719012605115208,0.0018719012604351362,0.0018880288581528
414.0,0.0020676424603698587,0.0020676424629062244,0.00205982880671268
415.0,0.0020678874495799267,0.002067887447683511,0.0020682805206731687
416.0,0.0020868053075183295,0.0020868053056228666,0.0020855860713714994
417.0,0.0020494706030740593,0.002049470602255917,0.0020427088425465758
418.0,0.0019154208124756579,0.0019154208133830286,0.0019145610060503217
419.0,0.0021238171886480478,0.0021238171891137516,0.0021206211079362017
420.0,0.0021546557791917577,0.0021546557770351004,0.0021649770688774625
421.0,0.0020506687993048106,0.002050668798849574,0.0020425958398270013
422.0,0.0019774117776444325,0.001977411777377012,0.00198713681322425
423.0,0.002051001605710168,0.00205100160379651,0.002032858261819441
424.0,0.0020081710032444446,0.002008171002759545,0.002000464390742775
425.0,0.0019226749077088231,0.0019226749080856098,0.0019263552039367336
